Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Etrio,2017,Hyderabad,Ev Startup,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",Deepak Mv,Hnis,3000000.0,Series A,2020-01-01
Codeyoung,2019,Bangalore,Edtech,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,"Shailendra Dhakad, Rupika Taneja",Guild Capital,3000000.0,Seed,2020-01-01
Stayqrious,2020,Bangalore,Edtech,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.","Aanand Srinivas, Avinash Anand, Shankar Ram A",Y Combinator,2000000.0,Seed,2020-01-01
Sunstone Eduversity,2014,Gurugram,Edtech,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,"Ashish Munjal, Piyush Nangru",Prime Venture Partners,3000000.0,Series A,2020-01-01
Infilect,2015,Bangalore,Saas Startup,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,"Anand Prabhu Subramanian, Vijay Gabale","Mela Ventures, 1Crowd",1500000.0,Pre-series A,2020-01-01
Mobigarage,2017,New Delhi,E-Commerce,An ecommerce platform for refurbished electronics.,"Vaibhav Kapoor, Pulkit Kapoor",Venture Catalysts,3000000.0,Pre-series A,2020-01-01
Samunnati,2014,Chennai,Agriculture,Samunnati is a financial service provider focused on agri value chains.,Anil Kumar,"Responsability, Accel",20000000.0,Debt,2020-01-01
Weinnovate Biosolutions,2016,Pune,Startup Laboratory,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,"Dr Milind Choudhari, Dr Prasad Bhagat, And Dr Anupama",Chiratae Ventures,3000000.0,Seed,2020-01-01
Yummy Corp,2017,"Tangerang, Jawa Barat, Indonesia",Food Industry,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",Mario Suntanu,"Palm Drive Capital, Amatil X Ventures",12000000.0,Series B,2020-01-01
Smallcase,2015,Bangalore,Fintech,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","Sequoia Capital India, Blume Ventures",13400000.0,Series B,2020-01-01
Clairvolex,2006,California,Tech Startup,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,Manoj Pillai,"Jf Mauritius Spv, Indusage Partners",2000000.0,Debt,2020-01-01
Assiduus,2016,Bangalore,E-Commerce,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",Somdutta Singh,Vc Firm K Partners,1000000.0,Series A,2020-01-01
Brinton,2014,California,Healthtech,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,Rahul Darda,"India Alternatives Private Equity Fund, Tata Capital",1300000.0,Debt,2020-01-01
Afk Gaming,2012,Mumbai,Entertainment,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,Nishant Patel,Better Capital,200000.0,Pre-series A,2020-01-01
Infarm,2013,Berlin,Agritech,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,"Erez Galonska, Guy Galonska, Osnat Michaeli","Bonnier Ventures, Hanaco Venture Capital",170000000.0,Series C,2020-01-01
Zuper,2016,Seattle,Saas Startup,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,Vijay Narasiman,"Gemba Capital, Gunderson Dettmer",1100000.0,Seed,2020-01-01
Mcaffeine,2015,Mumbai,Personal Care Startup,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","Tarun Sharma, Vikas Lachhwani","Rpsg Ventures, Amicus Capital",2900000.0,Series B,2020-01-01
Origa,2013,Andheri,Fintech,The charioteer of your growth at all times.,Shrirang Tambe,"500 Startups, Ah! Ventures",2000000.0,Debt,2020-01-01
Gullybuy Software,2019,Pune,Tech Startup,To deliver a solution that will provide shopping convenience to every consumer in India,Shirish Deodhar,Chiratae Ventures,543000.0,Pre-series A,2020-01-01
Recordent,2019,Hyderabad,Fintech,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,Harish Mamtani,India,3000000.0,Seed,2020-01-01
Mpl,2018,Bangalore,Entertainment,Mobile Premier League is the mobile e-Sports platform based in India.,"Shubham Malhotra, Sai Srinivas","Base Partners, Go Ventures",90000000.0,Series C,2020-01-01
Penny,2020,Riyadh,Saas Startup,Offer various development solutions and mainly focus on helping startups,"Iyad Aldalooj, Majid Aldalooj, Mohammed Ibrahim",Better Capital,1300000.0,Seed,2020-01-01
Onsitego,2010,Mumbai,Customer Service Company,Onsitego is a customer service company for device and appliance repairs.,Kunal Mahipal,"Accel, Zodius Capital",30000000.0,Series B,2020-01-01
Precily,2017,California,Saas  Startup,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,Bharath Rao,"Windrose Capital, Anil Advani",3000000.0,Seed,2020-01-01
Smartclean,2017,Singapore,Tech Startup,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu","Seeds Capital, Aim Smart City",3400000.0,Pre- series A,2020-01-01
Clanconnect,2016,Delhi,Marketing Startup,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented","Kunal Kishore Sinha, Sagar Pushp",Sequoia,600000.0,Seed,2020-01-01
Servify,2015,Mumbai,Service Industry,Servify is a self-learning platform that provides device management services and warranty solutions.,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",23000000.0,Series C,2020-01-01
Sharechat,2015,Bangalore,Social Media,ShareChat is a social networking and regional content platform.,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed Venture Partners, Saif Partners",40000000.0,Pre-series C,2020-01-01
Rephrase.Ai,2018,Bangalore,Ai,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla","Techstars Bangalore Accelerator, Techstars",1500000.0,Seed,2020-01-01
Melorra,2015,Bangalore,Jewellery,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace","Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox",8090000.0,Debt,2020-01-01
Fabhotels,2014,Gurugram,Hospitality,FabHotels is a network of 3 star budget hotels in India,"Adarsh Manpuria, Vaibhav Aggarwal","Rb Investments Pte. Ltd, Goldman Sachs",1030000.0,Series B,2020-01-01
Ekanek,2018,New Delhi,Tech Startup,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,"Chandranshu Sinha, Kartik Sheth","Lightspeed India Partners, Sequoia Capital India",5040000.0,Edge,2020-01-01
Cub Mcpaws,2018,Mumbai,Ar Startup,Cub McPaws is a kids clothing brand.,"Shah, Abhay Bhat",Venture Catalysts,800000.0,Pre-series A,2020-01-01
Zimyo,2018,Gurgaon,Hr Tech Startup,Employee experience platform that empowers organizations to manage and retain great talent!,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil",1500000.0,Seed,2020-01-01
Pumpumpum,2018,Gurgaon,Automotive Startup,Pumpumpum is a car rental company,"Tarun Lawadia, Sameer Kalra",Venture Catalysts,360000.0,Debt,2020-01-01
Burgerama,2018,Gurgaon,Food Startup,Burgerama is a unit of Junket Foods Private Limited,Kabir Bose,"Madison, Anicut",3000000.0,Pre-series A,2020-01-01
Moms Co,2016,Gurgaon,Healthcare,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,"Malika Datt Sadani, Mohit Sadaani","Dsg Consumer Partners, Saama Capital",8000000.0,Series B,2020-01-01
Dillyhub,2018,Seoul,Publication,A service that promotes and facilitates the works of independent comic artists,Ji Cheol Ryu,"Kakao Ventures, Shinhan Capital",1400000.0,Seed,2020-01-01
Fpl Technologies,2019,Pune,Fintech,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures",10000000.0,Series A,2020-01-01
Fittr,2016,Pune,Fitness Startup,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",Surge,2000000.0,Pre-series A,2020-01-01
Illumnus,2018,Pune,Edtech Startup,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities","Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",23 High Networth Individuals (Hnis).,100000.0,Seed,2020-01-01
Cashkaro,2012,Gurgaon,E-Commerce,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital",10000000.0,Series B,2020-01-01
Newton School,2019,Bangalore,Edtech Startup,Newton School is a platform to learn and develop skills,"Nishant Chandra, Siddharth Maheshwari",Nexus Venture Partners,650000.0,Seed,2020-01-01
Airmeet,2019,Bangalore,Tech Startup,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge","Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",12000000.0,Series A,2020-01-01
Observe Ai,2017,San Francisco,Tech,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.","Akash Singh, Sharath Keshava Narayana, Swapnil Jain","01 Advisors, Steadview Capital",54000000.0,Series B,2020-01-01
Incred,2016,Mumbai,Finance,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",Bhupinder Singh,"Pushpak Credit, Fiscal",5000000.0,Debt,2020-01-01
Toppr,2013,Mumbai,Edtech,Toppr is an Indian educational technology and online tutoring firm,"Zishaan Hayath, Hemanth Goteti","Kaizenvest, Foundation Holdings",35000000.0,Series D,2020-01-01
Cartrade,2009,Mumbai,Car Trade,Buy and Sell Used Cars,Vinay Sanghi,"Pincus, Jp Morgan, Temasek, March Capital",42500000.0,Series H,2020-01-01
Lead School,2012,Mumbai,Edttech,Offers a high-end digital classroom system focused on enhancing the learning experience,"Sumeet Mehta, Smita Deorah","Westbridge Capital, Elevar Equity",28000000.0,Series C,2020-01-01
Servify,2015,Mumbai,Manufacturing,"Enables top OEMs & ODMs in device distribution, sales, warranty",Sreevathsa Prabhakar,"Blume Ventures, Tetrao",11370000.0,Series C,2020-01-01
Lido Learning,2019,Mumbai,Edtech,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?",Sahil Sheth,"Bace Capital, Madhur Deora",7500000.0,Series B,2020-01-01
Apna.Co,2019,Bangalore,Job Portal,Can find all types of jobs from entry level to experienced people in over 60+ categories.,Nirmit Parikh,"Lightspeed India, Sequoia Capital India",8000000.0,Series A,2020-01-01
Quintype Technologies,2014,Bangalore,Tech,"Building a suite of digital publishing solutions to simplify content creation, distribution",Amit Rathore,"Iifl Asset Management, Raghav Bahl",325000.0,Series A,2020-01-01
Dunzo,2014,Bangalore,Tech,Order online and get free delivery from your nearby restaurants,"Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha","Wes Schwalje, Alteria Capital",28000000.0,Series E,2020-01-01
Entropik,2016,Bangalore,Ai Platform,Gain insights into human emotions with AI-powered platform affect lab.,Ranjan Kumar,"Idfc-Parampara Fund, Bharat Innovation Fund",8000000.0,Series A,2020-01-01
Livspace,2014,Bangalore,Home Design,Interior design marketplace that connects interior designers,"Anuj Srivastava, Ramakant Sharma","Mercer Investments, Nicholas Cator",9000000.0,Series D,2020-01-01
Ultraviolette Automotive,2015,Bangalore,Automation,Industries Automotive Electric Vehicle Energy Energy Storage,"Narayan Subramaniam, Niraj Rajmohan",Tvs Motor Company,410000.0,Series B,2020-01-01
Winzo,2016,New Delhi,Gaming,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",18000000.0,Series B,2020-01-01
Sensehawk,2016,Bangalore,Solar Saas,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,"Swarup Mavanoor, Rahul Sankhe","Falcon Edge Capital, Saif Partners",5000000.0,Series A,2020-01-01
Railofy,2019,Mumbai,Wl & Rac Protection,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.,900000.0,Seed,2020-01-01
Eloelo,2020,Bangalore,Social Commerce,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.","Saurabh Pandey, Akshay Dubey",Venture Catalysts,450000.0,Seed,2020-01-01
Aibono,2014,Bangalore,Agritech,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,Vivek Rajkumar,"Menterra Venture Advisors, Rianta Capital",2000000.0,Pre-series A,2020-01-01
Buildpan,2019,Indore,Saas Startup,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.","Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari","Sunil Kumar Singhvi, Yusho Kawata",500000.0,Seed,2020-01-01
Homelane,2014,Bangalore,Home Interior Services,Explore 1000's of fully customizable home interior designs.,"Rama Harinath, Srikanth Iyer","Accel Partners, Sequoia Capital, Evolvence India, Jsw Ventures",8000000.0,Bridge,2020-01-01
Myglamm,2015,Mumbai,Fashion,Buy Makeup kit & Cosmetics Products from international makeup brand,Darpan Sanghvi,Bessemer Venture Partners,1000000.0,Series B,2020-01-01
Aviom,2016,New Delhi,Finance,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,Kajal Ilmi,"Insitor Partners, C4D Partners",682000.0,Debt,2020-01-01
Flinto,2013,Chennai,Edtech Startup,Flintobox is an India-based company that produces educational activity boxes for children,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam","Sinai Ventures, Y Combinator",7000000.0,Pre-Series B,2020-01-01
Waycool,2015,Chennai,Agritech Startup,WayCool is a social enterprise positively impacting the lives of India's farmers,"Karthik Jayaraman, Sanjay Dasari","Fmo, Indusind Bank",5060000.0,Series C,2020-01-01
Yap,2014,Chennai,Api Platform,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",4050000.0,Series A,2020-01-01
Big Bang Boom Solutions,2018,Chennai,Deep Tech,It aims to co-create intellectual property that can reside within the borders of the country.,"Dr. R. Shivaraman, Praveen Dwarakanath","Mumbai Angels, Defence Innovation Organisation",1050000.0,Series A,2020-01-01
Guvi,2014,Chennai,Edtech Startup,Operates vernacular-language based education tech startup,Arun Prakash,"Cba Capital, Gray Matters Capital",800000.0,Series A,2020-01-01
Blusmart,2019,Gurugram,Electricity,"BluSmart, an all-electric ride-hailing platform","Anmol Singh Jaggi, Punit K Goyal","Kalpavriksh, Jito Angel Network",7000000.0,Pre-series A,2020-01-01
Cell Propulsion,2017,Bangalore,Automotive Company,Designs and develops electric power drives and autonomous electric mobility solutions,"Nakul Kukar, Paras Kaushal, Supratim Naskar","Growx Ventures, Sangam Ventures",3000000.0,Pre-series A,2020-01-01
Mpl,2018,Bangalore,Entertainment,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,"Sai Srinivas Kiran Garimella, Shubham Malhotra","Sequoia Capital India, Times Internet",50000000.0,Series B,2020-01-01
