company,sector,amount,description,year,stage,location,founded,founders,investor
Flinto,EdTech Startup,7000000.0,Flintobox is an India-based company that produces educational activity boxes for children,2020,Pre-Series B,Chennai,2013.0,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam","Sinai Ventures, Y Combinator"
WayCool,Agritech startup,5060000.0,WayCool is a social enterprise positively impacting the lives of India's farmers,2020,Series C,Chennai,2015.0,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank"
YAP,API platform,4050000.0,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,2020,Series A,Chennai,2014.0,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital"
Big Bang Boom Solutions,Deep Tech,1050000.0,It aims to co-create intellectual property that can reside within the borders of the country.,2020,Series A,Chennai,2018.0,"Dr. R. Shivaraman, Praveen Dwarakanath","Mumbai Angels, Defence Innovation Organisation"
GUVI,EdTech Startup,800000.0,Operates vernacular-language based education tech startup,2020,Series A,Chennai,2014.0,Arun Prakash,"CBA Capital, Gray Matters Capital"
BluSmart,Electricity,7000000.0,"BluSmart, an all-electric ride-hailing platform",2020,Pre-series A,Gurugram,2019.0,"Anmol Singh Jaggi, Punit K Goyal","Kalpavriksh, JITO Angel Network"
Cell Propulsion,Automotive company,0.0,Designs and develops electric power drives and autonomous electric mobility solutions,2020,Pre-series A,Bangalore,2017.0,"Nakul Kukar, Paras Kaushal, Supratim Naskar","growX ventures, Sangam Ventures"
MPL,Entertainment,50000000.0,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,2020,Series B,Bangalore,2018.0,"Sai Srinivas Kiran Garimella, Shubham Malhotra","Sequoia Capital India, Times Internet"
Spoonshot,FMCG,1000000.0,A food science company using AI to predict consumer taste and food trends,2020,Seed A,Bangalore,2015.0,"Kishan Vasani, Sai Sreenivas Kodur","SRI Capital, Techstars Farm to Fork Accelerator"
Pulse,FinTech,750000.0,Helps people navigate through and profit off financial markets,2020,Pre-series A,Mumbai,2015.0,"Amit Dhakad, Hiral Jain",unknown
Groww,FinTech,30000000.0,Leading Investment and Trading Platform,2020,Series C,Bangalore,2016.0,"Lalit Keshre, Harsh Jain, Neeraj Singh, Ishan Bansal","Y Combinator, Ribbit Capital"
i3 Systems,Insurance Tech,1050000.0,Transforming India's health insurance industry with its digital solutions and AI products for automation,2020,Pre-series A,Mumbai,2016.0,"Dr Mallesh Bommanahal, Varzavand Batliwala","Hatanaka Yosuke, Minomiya Takeo"
SOAL,EdTech,1000000.0,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders",2020,Series A-1,Mumbai,2017.0,"Pratik Agarwal, Raj Desai, Varsha Bhambhani","Krishnan Menon, Srinivas Kollipara"
OckyPocky,EdTech,400000.0,Ockypocky helps kids in learning spoken english,2020,Seed,Gurugram,2015.0,Amit Agrawal,"SucSEED Venture Partners, ah! Ventures"
Hippo Video,Video personalization,4000000.0,Helps enterprise businesses achieve their marketing and sales goals through seamless video,2020,Series A,New York,2016.0,Karthi Mariappan,"Surge, Kae Capital"
Hasura,Software company,25000000.0,"Builds developer tooling products, including open source tools, backend",2020,Series B,San Francisco,2017.0,"Tanmai Gopal, Rajoshi Ghosh","Nexus Venture Partners, Sam Lambert"
Qapita,FinTech,1080000.0,Qapita provides digital equity management tools for private companies and startups.,2020,Seed,Singapore,2019.0,"Ravi Ravulaparthi, Lakshman Gupta, Vamsee Mohan","Alto Partners, Mission Holdings"
Sunday,FinTech,9000000.0,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,2020,Pre-Series B,Bangkok,2017.0,Cindy Kua,"SCB 10X, LINE Ventures"
Gamezop,Gaming,4300000.0,A multi-game platform,2020,Series A,Gurugram,2015.0,"Yashash Agarwal, Gaurav Agarwal","Powerhouse ventures, Tracxn,"
Phool.co,Biomaterial startup,1400000.0,They use flowers from temples across India's and create useful products such as rose incense cone,2020,Pre-series A,Kanpur,2017.0,Ankit Agarwal,Kaplan Foundation
Chiratae Ventures,Venture capital,0.0,A leading tech venture capital fund focused on enabling entrepreneurs in India.,2020,Seed Funding,Bangalore,2018.0,"Vaishali Kulkarni, Arjun Singh Bajwa",unknown
MedLife,Health,6800000.0,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.",2020,unknown,Bangalore,2014.0,"Ananth Narayanan, T-ushar Kumar",Ivy Icon
IDfy,IT,2110000.0,IDfy provides risk and fraud solutions,2020,Series A,Mumbai,2011.0,"Ashok Hariharan, Vineet Jawa","Millenna FVCI III, NB Ventures, Dream Incubator"
True Balance,Finance,0.0,Earn money by meeting financial needs of your friends and neighbors.,2020,Series C,Gurugram,2014.0,"Charlie, Jay, Martin",Balancehero
Bira91,Craft Beer,764000.0,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,2020,unknown,New Delhi,2015.0,Ankur Jain,Anicut Capital
Max wholesale,E-Commerce,603000.0,MaxWholesale is an online distributor that provides authentic FMCG goods,2020,unknown,New Delhi,2016.0,"Samarth Agrawal, Rohit Narang","Al Falaj Commercial Investment Co, Vistra ITCL India"
Craftsvilla,E-Commerce,409000.0,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories",2020,unknown,Mumbai,2011.0,"Manoj Gupta, Monica Gupta",Supera Investments
MechMocha,Entertainment,292000.0,India's first vernacular social gaming platform,2020,Series A,Bangalore,2011.0,"Arpita Kapoor, Mohit Rangaraju, Shilp Gupta","Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc"
Mindhouse,HealthTech,286000.0,A gym to train your mind offering workouts and programmes,2020,unknown,Gurugram,2019.0,"Pankaj Chaddah, Staff Pooja Khanna","GGV Capital, Sahi Barual"
DeepSync,AI startup,136000.0,"A revolutionary way to record your content, without you really speaking",2020,unknown,Chandigarh,2018.0,"Ishan Sharma, Rishikesh","Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund"
Eruditus,Education,0.0,Bring world-class business and professional education to a global audience,2020,unknown,Mumbai,2010.0,"Chaitanya Kalipatnapu, Ashwin Damera","Bertelsmann India Investments, Sequoia Capital India"
Gradeup,Education,546000.0,"India's largest exam preparation destination,",2020,unknown,Noida,2015.0,Shobhit Bhatnagar,"Times Internet, TLabs"
Tracxn,Investment,887000.0,Tracxn is the research partner for Venture Capitalist,2020,Series B,Bangalore,2013.0,"Abhishek Goyal, Neha Singh","Saif partners, Accel partners, Sequoia capital"
Purple Style Labs,Fashion,43000.0,Shopping experience and foster the growth of Indian brands and designers.,2020,unknown,Mumbai,2015.0,Abhishek Agarwal,"Jitendra Gupta, Astarc Ventures."
ProPhysio,Health,40900.0,The largest provider of physiotherapy and rehabilitation services,2020,unknown,Bangalore,2016.0,Pramod Ravindra,Nestavera Ventures.
Flickstree,Tech,40900.0,World's largest video publisher,2020,unknown,Mumbai,2014.0,"Saurabh Singh, Rahul Jain, Nagender Sangra","MOX, Venture Catalysts"
Settl,TravelTech,0.0,Get affordable AC bus-rides everyday,2020,unknown,Gurugram,2015.0,"Amit Singh, Deepanshu Malviya","Sojitz, SIG Global India Fund"
Fanspole,Entertainment,0.0,India's only social fantasy gaming platform,2020,Pre-Seed,Thane,2015.0,"Aniket Shinde, Hardik Gondaliya","Mohan Verma, Better Capital"
Sarva,Healthcare,0.0,A wellness ecosystem built on the authentic foundations of Yoga,2020,unknown,Mumbai,2016.0,Sarvesh Shashi,"Shikhar Dhawan, Mantra Capital"
Univ.ai,EdTech,0.0,"A distributed, global educational powerhouse that draws on technology",2020,unknown,Bangalore,2019.0,"Siddharth Das, Dr Rahul Dave, Dr Pavlos Protopapas",Kiran Mazumdar Shaw.
PurohitJi,Linguistic Spiritual,0.0,App for Hindu Puja Products & Services,2020,unknown,Bangalore,0.0,Nakerikanti Harish,Bhadresh
CredoLab,Tech,7000000.0,AI credit scoring platform,2020,Series A,Singapore,2015.0,Peter Barcak,"GB Group, Walden International"
Brick&Bolt,Construction,2200000.0,"A construction company doing house construction, building construction, commercial construction",2020,Series A,Bangalore,2018.0,"Arpit Rajpurohit, Jayesh Rajpurohit","Meghna Agarwal, Navin Dhanuka"
Grinntech,Battery manufacturer,2000000.0,Leading on all fronts of battery design,2020,unknown,Chennai,2013.0,"Nikhilesh Mishra, Puneet Jain","V Sumantran, V Lakshmi Narayanan"
6Degree,Fashion,340000.0,India's leading fashion business platform,2020,unknown,Mumbai,2014.0,"Amit Bhardwaj, Nikhil Hegde.","Keiretsu Forum, SucSEED Venture Partners"
Exprs,Nano Distribution Network,5660000.0,"Nano Distribution Centres, enabling seamless connectivity of businesses & Consumers.",2020,unknown,unknown,2018.0,"Srinivas Madhavam, Srikanth Rajashekhar, Rahul Mehta","Sweta Rau, Sandeep Kapoor"
Bikayi,E-Commerce,2000000.0,Provides free whatsapp integrated E-Commerce Store,2020,Seed round,Hyderabad,2019.0,"Sonakshi Nathani, Ashutosh Singla",Mantis ventures
Virtual Forest,Tech,0.0,Tracking seasonal change in virtual forest,2020,unknown,Bangalore,2019.0,Omer Basith,Napino Auto and Electronics Ltd
The Health company,AI health,350000.0,Organic superfoods & free personal health coaching that actually work.,2020,unknown,Gurugram,2018.0,"Devansh Jain Nawal, Ackshay Jain","VCATS, First Cheque, 9Unicorns, Marquee investors"
TrulyMadly Matchmakers,Dating app,110000.0,One of the best dating Apps in India connecting singles across the country.,2020,Pre-series A,Gurugram,2014.0,Snehil Khanor,"AngelList, Inflection Point Ventures, The Chennai Angels"
TrueFan,Media,4300000.0,Enables users to play quizzes around celebrities and winners get a personalised video message from stars.,2020,Seed round,Mumbai,2020.0,"Nimish Goel, Nevaid Aggarwal, Devender Bindal","Mayfield India, Saama Capital, Ronnie Screwvala"
Fanspole,Gaming,0.0,A free app that users can use to create contests and play,2020,Pre-seed Round,Mumbai,2015.0,"Aniket Shinde, Hardik Gondaliya",Better Capital
Byju's,EdTech,122000000.0,Provides online learning classes,2020,unknown,Bangalore,2011.0,Byju Raveendran,DST Global
Avail Finance,FinTech,11635000.0,Instant online loan app,2020,Series B,Bangalore,2017.0,"Ankush Aggarwal, Tushar Mehndiratta","Alphawave, Matrix Partners"
The Money Club,AI,0.0,AI based chit fund cashier app,2020,unknown,Delhi,0.0,"Manuraj Jain, Surajit Raj",Venture Catalysts
Virohan,Healthcare/Edtech,2800000.0,Healthcare training company,2020,Seed Round & Series A,Gurgaon,2018.0,"Kunaal Dudeja, Nalin Saluja, Archit Jayaswal","Keiretsu Forum, Elea Foundation"
OneCode,Social commerce,0.0,Connects new-age digital first brands with relevant sellers,2020,Seed round,Gurugram,0.0,"Manish Shara, Yash Desai",WaterBridge Ventures
Verloop.io,AI,5000000.0,Helps automate customer service using Artificial Intelligence,2020,unknown,unknown,2015.0,Gaurav Singh,Alpha Wave incubation
Otipy,Agritech/Commerce,1000000.0,Connects consumers with farmers thorugh women resellers,2020,Pre Series A,unknown,2020.0,Varun Khanna,Inflection Point Ventures
Evage,Mobility tech,0.0,Develop emissions-free electric commercial vehicles,2020,unknown,Chandigarh,2014.0,Inderveer Singh,Anand Shah
LEAD School,EdTech,28000000.0,Offers an integrated system for schools by helping them digitize the entire curriculum,2020,Series C,Mumbai,2012.0,"Sumeet Yashpal Mehta, Smita Deorah","WestBridge Capital, Elevar Equity"
Trell,Social e-commerce,11000000.0,Allows users to share their travel experiences,2020,Series A,Bangalore,2016.0,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch"
Captain Fresh,Food & Logistics,2300000.0,Sea food Supply chain,2020,Pre Series A,Bangalore,2019.0,Utham Gowda,Ankur Capital
Teachmint,EdTech,0.0,Empowers tutors with tools to deliver effective learning outcomes for students and parents,2020,unknown,Bangalore,0.0,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Better Capital
Pixxel,Spacetech,5000000.0,Indian Earth observation startup,2020,Seed round,Bangalore,2019.0,"Kshitij Khandelwal, Awais Ahmed","Lightspeed India Partners, Blume Ventures, GrowX ventures"
Habbit Health,Nutrition Tech,0.0,Applies modern science for healthier life through proprietary foods & digital ecosystem,2020,Pre seed Round,Delhi,2019.0,Dhruv Bhushan,"3one4 Capital, Angel list India"
SmarterBiz,Tech,1065000.0,An end-to-end CX platform enabled with the gig workforce,2020,Pre Series A,Bangalore,2014.0,"Rajesh Bernard, Vijay Krishna, Prateek Mehta","StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh."
Able Jobs,HR,2000000.0,Provides end to end hiring support to companies,2020,unknown,Bangalore,2019.0,"Ravish Agrawal, Swatantra Kumar, Siddharth Srivastav","SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque."
Vieroots,HealthTech,0.0,Personalised lifestyle management using epigenetic science,2020,unknown,Kochi,2018.0,Sanjeev Nair,Suniel Shetty
Stack Finance,FinTech,0.0,"It automates invesments, expenses, borrowing under a single platform",2020,Seed round,Bangalore,2019.0,Smriti Tomar,"SOSV, MOX (Mobile Only Accelerator)"
FPL Technologies,FinTech,10000000.0,OneScore app is built by FPL - Free credit scoring and monitoring,2020,Series A,Pune,0.0,Anurag Sinha,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures"
Masai School,EdTech,2500000.0,It trains tech aspirants in full stack wed and android development,2020,Series A,Bangalore,2019.0,"Prateek Shukla, Nrupul Dev, Yogesh Bhat","Unitus Ventures, India Quotient, AngelList India"
Mitron,Media,5000000.0,Short Video and Social Platform,2020,Series A,Bangalore,0.0,"Shivank Agarwal, Anish Khandelwal.",Nexus Venture Partners
Daalchini,IoT,669000.0,Physical and Digital vending machines startup,2020,Pre Series A,unknown,2017.0,"Prerna Kalra, Vidya Bhushan",Artha Venture Fund
Suno India,Media,0.0,Multilingual podcast platform,2020,Angel Round,unknown,2018.0,"DVL Padma Priya, Rakesh Kamal, Tarun Nirwan",Shobu Yarlagadda
LendingKart,FinTech,16076000.0,Provides working capital loans and business loans to MSMEs,2020,Series D,Ahmedabad,2014.0,"Public banks, Private lenders","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient"
Text Mercato,unknown,649600.0,Cataloguing startup that serves ecommerce platforms,2020,Series A,Bangalore,2015.0,"Kiran Ramakrishna, Subhajit Mukherjee",1Crowd
Eden Smart Homes,IoT,0.0,Develops smart home automation systems,2020,unknown,unknown,2018.0,"Pranjal Kacholia, Divyansh Mathur",Inflection Point Ventures
GrayQuest,EdTech,1000000.0,Enables parents to pay their annual education fees in up to 12 monthly installments,2020,Pre Series A,Mumbai,2017.0,Rishab Mehta,Foundation Holdings
BigHaat,AgriTech,2000000.0,Agri-inputs ecommerce player,2020,Pre Series A,Bangalore,2015.0,"Sateesh Nukala, SachinNandwana","Ankur Capital, Beyond Next Ventures"
CityCash,FinTech,1000000.0,Focusses on creating a transit led micro-payments ecosystem,2020,Seed round,Mumbai,2017.0,Vineet Toshniwala,Orios Venture Partners
HomeLane,Interior Design,1000000.0,Provides interior designing solutions,2020,Series D,Chennai,2014.0,"Srikanth Iyer, Rama Harinath","Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
HungerBox,FoodTech,6700000.0,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias",2020,Series C,Bangalore,2015.0,"Sandipan Mitra, Uttam Kumar",IIFL Income Opportunities Fund
DaveAI,AI,0.0,Sales augmentation platform with a vision to democratise AI for enterprises,2020,unknown,Bangalore,0.0,"Ananthakrishnan Gopal, Ashok Balasundaram, Sriram P H",Mumbai Angels Network
Eduvanz,FinTech,5000000.0,Digital finance NBFC that provides affordable education loans,2020,Series A,Mumbai,2016.0,"Varun Chopra, Raheel Shah",Sequoia India
ZipLoan,FinTech,2000000.0,Provides loans to MSMEs,2020,unknown,Delhi,2015.0,"Kshitj Puri, Shalabh Singhal",Stride Ventures
DocSumo,AI,220000.0,Platform helps to automate and analyse financial data,2020,Seed round,Mumbai,2019.0,"Rushabh Sheth, Bikram Dahl","Better Capital, TechStars, Barclays."
CUSMAT,AR/VR,0.0,It builds high immersion training systems for enterprises,2020,unknown,Warangal,2016.0,"Abhinav Ayan, Anirban Jyoti Chakravorty, Soumyaranjan Harichandan","Venture Catalysts,  Raveen Sastry"
